origin_sido,origin_sgg,dest_dong,n
서울특별시,동대문구,태평3동,4
서울특별시,동대문구,정자3동,4
서울특별시,성동구,금광2동,4
서울특별시,성동구,도촌동,4
서울특별시,성동구,복정동,4
서울특별시,광진구,복정동,4
서울특별시,강북구,정자3동,4
서울특별시,구로구,금광1동,4
서울특별시,관악구,야탑2동,4
경기도,용인시 기흥구,수진2동,4
서울특별시,강서구,구미1동,4
경기도,평택시,태평1동,4
서울특별시,동대문구,수내3동,4
경기도,평택시,하대원동,4
서울특별시,강서구,백현동,4
서울특별시,성동구,정자2동,4
경기도,평택시,수진2동,4
경기도,평택시,수내3동,4
서울특별시,관악구,운중동,4
경기도,평택시,도촌동,4
서울특별시,광진구,정자2동,4
서울특별시,동작구,삼평동,4
서울특별시,송파구,은행1동,4
경기도,평택시,금곡동,4
경기도,평택시,금광1동,4
서울특별시,강동구,은행2동,4
서울특별시,관악구,태평2동,4
서울특별시,서초구,수진2동,4
서울특별시,강남구,신흥1동,4
서울특별시,영등포구,단대동,4
서울특별시,광진구,하대원동,4
서울특별시,강북구,고등동,4
서울특별시,강북구,복정동,4
서울특별시,서초구,은행2동,4
서울특별시,동작구,산성동,4
서울특별시,동작구,분당동,4
서울특별시,노원구,삼평동,4
경기도,의정부시,태평1동,4
경기도,안산시 단원구,성남동,4
경기도,광명시,서현1동,4
경기도,남양주시,시흥동,4
경기도,군포시,정자3동,4
경기도,남양주시,수진2동,4
경기도,고양시 덕양구,구미동,4
경기도,광명시,서현2동,4
경기도,안산시 단원구,태평1동,4
경기도,광주시,상대원2동,4
경기도,수원시 영통구,야탑1동,4
경기도,군포시,이매1동,4
경기도,고양시 일산동구,분당동,4
경기도,수원시 권선구,분당동,4
경기도,김포시,은행1동,4
경기도,남양주시,은행2동,4
서울특별시,중랑구,야탑1동,4
경기도,시흥시,서현1동,4
경기도,남양주시,서현1동,4
경기도,수원시 권선구,단대동,4
경기도,안산시 상록구,단대동,4
서울특별시,중랑구,분당동,4
경기도,고양시 일산동구,서현1동,4
경기도,수원시 팔달구,단대동,4
경기도,남양주시,신촌동,4
서울특별시,중구,위례동,4
서울특별시,종로구,위례동,4
서울특별시,은평구,태평4동,4
서울특별시,은평구,위례동,4
경기도,광명시,신흥2동,4
서울특별시,종로구,야탑1동,4
경기도,수원시 영통구,태평4동,4
경기도,수원시 팔달구,신흥3동,4
경기도,김포시,금곡동,4
경기도,부천시 원미구,신흥1동,4
경기도,부천시 원미구,이매1동,4
경기도,수원시 팔달구,상대원1동,4
경기도,구리시,신흥2동,4
경기도,부천시 원미구,중앙동,4
경기도,고양시 일산동구,구미1동,4
경기도,수원시 장안구,구미1동,4
경기도,김포시,성남동,4
경기도,고양시 덕양구,복정동,4
경기도,광명시,운중동,4
경기도,수원시 팔달구,정자1동,4
서울특별시,중구,정자1동,4
경기도,시흥시,신흥1동,4
경기도,부천시 소사구,삼평동,4
경기도,수원시 장안구,수내3동,4
경기도,수원시 권선구,서현1동,4
경기도,시흥시,태평2동,4
경기도,수원시 권선구,수내1동,4
경기도,시흥시,운중동,4
서울특별시,중구,고등동,4
경기도,수원시 권선구,시흥동,4
경기도,수원시 권선구,신촌동,4
서울특별시,중랑구,은행1동,4
경기도,수원시 권선구,신흥2동,4
경기도,남양주시,구미동,4
경기도,수원시 권선구,야탑1동,4
경기도,고양시 일산동구,정자동,4
경기도,고양시 일산동구,정자3동,4
경기도,군포시,금곡동,4
경기도,광명시,금곡동,4
경기도,수원시 권선구,이매1동,4
서울특별시,은평구,은행2동,4
경기도,수원시 권선구,은행2동,4
경기도,남양주시,판교동,4
경기도,남양주시,정자동,4
경기도,수원시 장안구,은행1동,4
경기도,안산시 단원구,야탑1동,4
경기도,고양시 덕양구,신흥1동,4
서울특별시,종로구,정자3동,4
경기도,수원시 영통구,금광2동,4
경기도,부천시 원미구,복정동,4
경기도,수원시 영통구,분당동,4
경기도,수원시 영통구,금광1동,4
경기도,남양주시,분당동,4
경기도,수원시 장안구,정자2동,4
경기도,수원시 장안구,정자1동,4
경기도,광주시,수진1동,4
경기도,부천시 원미구,도촌동,4
경기도,군포시,수내1동,4
경기도,수원시 팔달구,분당동,3
경기도,수원시 팔달구,삼평동,3
경기도,수원시 장안구,이매2동,3
서울특별시,종로구,성남동,3
경기도,수원시 장안구,태평2동,3
경기도,수원시 장안구,신흥3동,3
경기도,수원시 장안구,태평1동,3
경기도,화성시,야탑2동,3
경기도,화성시,양지동,3
경기도,부천시 오정구,서현1동,3
경기도,수원시 장안구,야탑1동,3
경기도,화성시,수진1동,3
경기도,수원시 팔달구,금광1동,3
서울특별시,은평구,하대원동,3
경기도,수원시 팔달구,금광2동,3
경기도,화성시,수진2동,3
경기도,화성시,은행2동,3
서울특별시,서대문구,서현2동,3
서울특별시,도봉구,이매1동,3
경기도,용인시 수지구,태평1동,3
경기도,고양시 일산서구,시흥동,3
경기도,부천시 오정구,성남동,3
경기도,화성시,이매2동,3
서울특별시,도봉구,야탑2동,3
경기도,고양시 일산서구,서현2동,3
서울특별시,도봉구,위례동,3
경기도,수원시 장안구,정자동,3
경기도,오산시,운중동,3
서울특별시,서대문구,수내3동,3
서울특별시,강남구,하대원동,3
서울특별시,노원구,태평2동,3
경기도,고양시 일산서구,구미동,3
경기도,고양시 일산서구,고등동,3
경기도,오산시,태평3동,3
서울특별시,강남구,정자동,3
경기도,고양시 일산동구,하대원동,3
서울특별시,노원구,정자2동,3
경기도,오산시,은행2동,3
경기도,시흥시,야탑3동,3
서울특별시,중구,태평1동,3
서울특별시,강동구,고등동,3
경기도,광주시,수내2동,3
서울특별시,노원구,운중동,3
경기도,동두천시,성남동,3
경기도,구리시,금광1동,3
서울특별시,서초구,도촌동,3
경기도,오산시,도촌동,3
서울특별시,강동구,수내3동,3
경기도,오산시,금광2동,3
서울특별시,강동구,수진1동,3
서울특별시,강동구,신흥1동,3
서울특별시,서초구,상대원1동,3
서울특별시,노원구,태평3동,3
경기도,용인시 기흥구,단대동,3
경기도,수원시 팔달구,야탑1동,3
경기도,수원시 팔달구,태평3동,3
경기도,수원시 팔달구,야탑2동,3
경기도,용인시 기흥구,태평3동,3
경기도,용인시 기흥구,태평2동,3
경기도,부천시 소사구,태평3동,3
서울특별시,양천구,금광1동,3
경기도,고양시 일산서구,백현동,3
서울특별시,양천구,금광2동,3
경기도,용인시 기흥구,은행1동,3
경기도,용인시 기흥구,양지동,3
서울특별시,도봉구,도촌동,3
경기도,부천시 오정구,은행2동,3
서울특별시,서대문구,이매2동,3
경기도,부천시 소사구,양지동,3
경기도,시흥시,금곡동,3
서울특별시,서대문구,은행2동,3
경기도,시흥시,백현동,3
서울특별시,종로구,이매1동,3
서울특별시,양천구,도촌동,3
경기도,시흥시,삼평동,3
서울특별시,서대문구,이매1동,3
경기도,시흥시,상대원1동,3
서울특별시,은평구,정자3동,3
서울특별시,강남구,서현2동,3
경기도,용인시 처인구,신흥2동,3
서울특별시,도봉구,정자1동,3
경기도,평택시,정자2동,3
경기도,이천시,서현2동,3
경기도,수원시 영통구,상대원1동,3
서울특별시,동대문구,태평1동,3
경기도,과천시,야탑3동,3
경기도,이천시,산성동,3
경기도,평택시,위례동,3
경기도,이천시,백현동,3
경기도,수원시 권선구,금광1동,3
경기도,이천시,금광1동,3
경기도,이천시,금곡동,3
경기도,수원시 권선구,금곡동,3
서울특별시,동작구,태평1동,3
서울특별시,동작구,태평3동,3
경기도,이천시,수진1동,3
경기도,수원시 영통구,수진2동,3
경기도,수원시 권선구,구미1동,3
서울특별시,동작구,태평4동,3
서울특별시,동대문구,정자동,3
경기도,평택시,태평2동,3
서울특별시,동대문구,이매2동,3
서울특별시,영등포구,구미1동,3
경기도,의정부시,운중동,3
경기도,의정부시,야탑1동,3
경기도,의정부시,신흥2동,3
경기도,수원시 영통구,은행1동,3
경기도,포천시,성남동,3
서울특별시,동대문구,태평2동,3
경기도,이천시,수진2동,3
경기도,수원시 영통구,은행2동,3
경기도,평택시,삼평동,3
경기도,파주시,야탑1동,3
서울특별시,영등포구,복정동,3
경기도,광명시,구미1동,3
서울특별시,동작구,수내1동,3
서울특별시,영등포구,삼평동,3
경기도,파주시,상대원1동,3
서울특별시,영등포구,상대원1동,3
경기도,수원시 권선구,신흥3동,3
경기도,파주시,단대동,3
경기도,평택시,금광2동,3
서울특별시,동작구,도촌동,3
경기도,수원시 권선구,정자3동,3
경기도,이천시,태평3동,3
경기도,수원시 권선구,삼평동,3
경기도,과천시,이매2동,3
경기도,수원시 권선구,태평1동,3
경기도,이천시,정자3동,3
경기도,수원시 권선구,태평4동,3
경기도,수원시 권선구,판교동,3
서울특별시,동작구,구미1동,3
경기도,이천시,운중동,3
서울특별시,동작구,은행1동,3
서울특별시,중랑구,복정동,3
경기도,평택시,신흥1동,3
서울특별시,동작구,이매1동,3
경기도,평택시,신흥2동,3
서울특별시,동대문구,신흥3동,3
서울특별시,중랑구,고등동,3
경기도,용인시 처인구,구미1동,3
서울특별시,도봉구,태평2동,3
경기도,하남시,이매2동,3
경기도,부천시 원미구,상대원3동,3
경기도,용인시 처인구,정자동,3
경기도,하남시,정자3동,3
경기도,용인시 처인구,정자1동,3
경기도,고양시 일산서구,운중동,3
경기도,부천시 원미구,삼평동,3
경기도,하남시,태평2동,3
경기도,하남시,판교동,3
경기도,용인시 처인구,야탑1동,3
서울특별시,영등포구,하대원동,3
서울특별시,마포구,하대원동,3
경기도,용인시 처인구,수진1동,3
경기도,용인시 처인구,태평4동,3
경기도,수원시 장안구,서현1동,3
서울특별시,서대문구,금광1동,3
경기도,용인시 처인구,서현2동,3
서울특별시,도봉구,태평1동,3
서울특별시,서대문구,금광2동,3
경기도,수원시 장안구,수진2동,3
경기도,용인시 처인구,백현동,3
경기도,용인시 처인구,도촌동,3
경기도,용인시 처인구,단대동,3
경기도,용인시 처인구,금광2동,3
서울특별시,종로구,구미1동,3
경기도,수원시 장안구,신흥1동,3
경기도,광명시,정자2동,3
경기도,광명시,이매2동,3
경기도,수원시 영통구,이매1동,3
경기도,하남시,백현동,3
경기도,과천시,삼평동,3
경기도,포천시,야탑1동,3
서울특별시,동대문구,시흥동,3
경기도,의정부시,분당동,3
서울특별시,중랑구,상대원3동,3
경기도,포천시,태평1동,3
경기도,수원시 영통구,태평1동,3
경기도,하남시,구미1동,3
경기도,부천시 원미구,정자동,3
경기도,과천시,구미동,3
경기도,의왕시,태평1동,3
경기도,의왕시,정자1동,3
경기도,수원시 영통구,하대원동,3
경기도,용인시 처인구,하대원동,3
경기도,수원시 장안구,고등동,3
서울특별시,영등포구,신촌동,3
경기도,의왕시,야탑3동,3
서울특별시,동대문구,상대원3동,3
경기도,의왕시,서현1동,3
서울특별시,마포구,야탑3동,3
경기도,고양시 일산서구,정자동,3
경기도,하남시,수진2동,3
서울특별시,마포구,정자2동,3
경기도,의왕시,금곡동,3
경기도,하남시,신흥3동,3
서울특별시,동대문구,금광1동,3
서울특별시,강동구,야탑2동,3
경기도,파주시,위례동,3
서울특별시,강북구,태평2동,3
서울특별시,성북구,태평3동,3
서울특별시,성동구,은행2동,3
경기도,양주시,신촌동,3
경기도,구리시,정자1동,3
서울특별시,중랑구,정자1동,3
서울특별시,성동구,이매1동,3
서울특별시,강서구,수진2동,3
서울특별시,금천구,위례동,3
서울특별시,강서구,신흥1동,3
서울특별시,용산구,정자2동,3
서울특별시,성동구,정자3동,3
서울특별시,강서구,야탑1동,3
경기도,안성시,정자동,3
서울특별시,용산구,정자동,3
서울특별시,성동구,태평2동,3
서울특별시,금천구,야탑3동,3
서울특별시,송파구,신흥1동,3
경기도,고양시 덕양구,고등동,3
서울특별시,강서구,은행1동,3
경기도,군포시,정자1동,3
서울특별시,성북구,태평1동,3
경기도,군포시,야탑3동,3
서울특별시,양천구,신흥2동,3
경기도,양주시,양지동,3
경기도,고양시 일산동구,구미동,3
경기도,시흥시,하대원동,3
경기도,안성시,삼평동,3
경기도,가평군,정자동,3
서울특별시,강북구,은행2동,3
서울특별시,성동구,수내1동,3
경기도,양평군,금광2동,3
서울특별시,구로구,태평1동,3
경기도,고양시 덕양구,태평2동,3
경기도,김포시,금광1동,3
서울특별시,광진구,서현1동,3
서울특별시,금천구,정자동,3
경기도,남양주시,수내3동,3
서울특별시,성동구,야탑1동,3
서울특별시,금천구,정자1동,3
서울특별시,강서구,도촌동,3
경기도,안산시 단원구,금광2동,3
서울특별시,강서구,복정동,3
서울특별시,강서구,상대원1동,3
서울특별시,금천구,야탑1동,3
경기도,김포시,판교동,3
경기도,안성시,복정동,3
서울특별시,성북구,복정동,3
서울특별시,금천구,금광1동,3
경기도,안산시 단원구,은행2동,3
경기도,군포시,하대원동,3
경기도,안양시 만안구,백현동,3
경기도,안양시 만안구,금광1동,3
경기도,고양시 덕양구,삼평동,3
서울특별시,관악구,시흥동,3
서울특별시,중랑구,이매1동,3
서울특별시,관악구,신촌동,3
서울특별시,금천구,삼평동,3
경기도,안양시 동안구,중앙동,3
경기도,김포시,구미동,3
경기도,안양시 동안구,신흥1동,3
서울특별시,성북구,신촌동,3
경기도,안양시 동안구,야탑1동,3
경기도,김포시,삼평동,3
경기도,김포시,복정동,3
경기도,안양시 동안구,은행2동,3
경기도,안양시 동안구,은행1동,3
경기도,안산시 단원구,신흥2동,3
경기도,김포시,은행2동,3
서울특별시,강서구,정자2동,3
서울특별시,성북구,야탑3동,3
서울특별시,성북구,고등동,3
서울특별시,광진구,금곡동,3
서울특별시,강서구,정자동,3
서울특별시,중구,운중동,3
서울특별시,금천구,신흥2동,3
경기도,고양시 덕양구,금곡동,3
서울특별시,강서구,태평3동,3
서울특별시,강서구,태평4동,3
경기도,안양시 만안구,위례동,3
경기도,고양시 덕양구,신촌동,3
경기도,김포시,정자동,3
경기도,안양시 만안구,야탑1동,3
경기도,고양시 덕양구,금광1동,3
경기도,안양시 동안구,복정동,3
서울특별시,성북구,단대동,3
경기도,고양시 덕양구,백현동,3
경기도,김포시,이매1동,3
경기도,안양시 만안구,시흥동,3
서울특별시,성북구,도촌동,3
경기도,고양시 일산동구,금곡동,3
경기도,고양시 덕양구,상대원1동,3
서울특별시,양천구,시흥동,3
경기도,안산시 상록구,신흥2동,3
서울특별시,서초구,신촌동,3
경기도,안산시 상록구,구미1동,3
서울특별시,강동구,태평2동,3
서울특별시,강북구,상대원1동,3
경기도,구리시,성남동,3
경기도,고양시 일산동구,야탑2동,3
서울특별시,용산구,수내1동,3
서울특별시,구로구,구미1동,3
서울특별시,서초구,태평2동,3
경기도,시흥시,태평1동,3
서울특별시,용산구,서현2동,3
경기도,안산시 상록구,정자1동,3
서울특별시,강북구,금광2동,3
서울특별시,구로구,도촌동,3
서울특별시,은평구,야탑1동,3
서울특별시,서초구,야탑1동,3
경기도,안산시 상록구,은행2동,3
경기도,고양시 일산동구,상대원1동,3
경기도,안산시 상록구,야탑3동,3
경기도,군포시,구미동,3
서울특별시,서초구,야탑3동,3
서울특별시,광진구,태평3동,3
서울특별시,서초구,이매2동,3
경기도,고양시 일산동구,신흥1동,3
서울특별시,용산구,복정동,3
서울특별시,구로구,상대원1동,3
서울특별시,용산구,삼평동,3
서울특별시,용산구,분당동,3
경기도,구리시,삼평동,3
경기도,남양주시,정자1동,3
경기도,고양시 일산동구,야탑3동,3
서울특별시,구로구,정자2동,3
서울특별시,양천구,이매1동,3
서울특별시,은평구,신흥2동,3
서울특별시,용산구,고등동,3
경기도,가평군,은행2동,3
경기도,안산시 상록구,시흥동,3
경기도,여주시,위례동,3
서울특별시,용산구,단대동,3
경기도,구리시,복정동,3
서울특별시,서초구,수내3동,3
경기도,군포시,금광1동,3
서울특별시,중랑구,신흥1동,3
서울특별시,송파구,수내3동,3
서울특별시,성동구,금광1동,3
서울특별시,강동구,이매2동,3
서울특별시,은평구,수내3동,3
서울특별시,구로구,정자1동,3
서울특별시,광진구,은행1동,3
서울특별시,성동구,구미1동,3
서울특별시,강북구,서현2동,3
경기도,여주시,태평1동,3
경기도,안산시 상록구,태평4동,3
경기도,시흥시,정자3동,3
서울특별시,양천구,분당동,3
경기도,안산시 상록구,태평2동,3
경기도,군포시,태평1동,2
경기도,군포시,태평2동,2
서울특별시,구로구,금광2동,2
경기도,수원시 권선구,산성동,2
경기도,파주시,정자1동,2
서울특별시,구로구,분당동,2
경기도,포천시,정자동,2
서울특별시,구로구,수내1동,2
서울특별시,금천구,금광2동,2
경기도,광명시,신흥1동,2
경기도,부천시 원미구,정자1동,2
서울특별시,구로구,신흥3동,2
경기도,부천시 원미구,정자2동,2
서울특별시,양천구,태평2동,2
경기도,김포시,구미1동,2
경기도,김포시,고등동,2
서울특별시,동대문구,수내1동,2
서울특별시,동대문구,신흥1동,2
서울특별시,동대문구,수내2동,2
경기도,평택시,고등동,2
경기도,수원시 권선구,양지동,2
서울특별시,동대문구,수진1동,2
경기도,포천시,위례동,2
서울특별시,동작구,상대원1동,2
경기도,수원시 권선구,야탑2동,2
서울특별시,금천구,구미동,2
서울특별시,양천구,수내3동,2
서울특별시,금천구,구미1동,2
경기도,광명시,백현동,2
경기도,광명시,수내1동,2
경기도,평택시,구미1동,2
서울특별시,구로구,태평4동,2
서울특별시,광진구,산성동,2
서울특별시,동작구,고등동,2
경기도,평택시,시흥동,2
경기도,군포시,야탑1동,2
서울특별시,영등포구,금광1동,2
경기도,군포시,서현1동,2
서울특별시,광진구,상대원1동,2
서울특별시,중구,야탑1동,2
서울특별시,동대문구,중앙동,2
서울특별시,광진구,수내1동,2
경기도,군포시,신흥1동,2
경기도,군포시,신촌동,2
경기도,군포시,성남동,2
서울특별시,구로구,중앙동,2
서울특별시,구로구,정자동,2
서울특별시,양천구,신흥1동,2
경기도,수원시 권선구,백현동,2
서울특별시,광진구,양지동,2
서울특별시,광진구,야탑2동,2
서울특별시,구로구,정자3동,2
서울특별시,구로구,은행2동,2
경기도,군포시,삼평동,2
서울특별시,중구,신흥3동,2
경기도,군포시,도촌동,2
경기도,광명시,성남동,2
경기도,포천시,복정동,2
경기도,군포시,금광2동,2
서울특별시,광진구,고등동,2
경기도,평택시,단대동,2
서울특별시,동대문구,은행1동,2
경기도,부천시 원미구,태평2동,2
서울특별시,구로구,고등동,2
서울특별시,광진구,신흥3동,2
서울특별시,광진구,판교동,2
경기도,수원시 권선구,고등동,2
서울특별시,광진구,단대동,2
경기도,광명시,복정동,2
경기도,부천시 원미구,태평4동,2
경기도,평택시,태평4동,2
경기도,군포시,복정동,2
서울특별시,동대문구,정자2동,2
경기도,평택시,상대원3동,2
경기도,군포시,분당동,2
경기도,평택시,서현2동,2
서울특별시,중구,구미동,2
서울특별시,종로구,서현2동,2
경기도,하남시,복정동,2
경기도,부천시 오정구,금곡동,2
경기도,부천시 소사구,성남동,2
서울특별시,강북구,금광1동,2
서울특별시,노원구,하대원동,2
서울특별시,강북구,도촌동,2
서울특별시,노원구,백현동,2
서울특별시,양천구,운중동,2
경기도,부천시 소사구,시흥동,2
서울특별시,도봉구,구미1동,2
경기도,부천시 소사구,신흥3동,2
서울특별시,강북구,상대원3동,2
서울특별시,강북구,서현1동,2
서울특별시,도봉구,금곡동,2
서울특별시,도봉구,금광2동,2
경기도,남양주시,운중동,2
서울특별시,노원구,도촌동,2
서울특별시,강북구,수내3동,2
서울특별시,도봉구,복정동,2
경기도,구리시,수내2동,2
서울특별시,강남구,산성동,2
서울특별시,강북구,시흥동,2
서울특별시,강북구,신흥2동,2
서울특별시,강북구,신흥3동,2
서울특별시,도봉구,삼평동,2
경기도,광명시,태평3동,2
경기도,부천시 소사구,판교동,2
서울특별시,강북구,양지동,2
서울특별시,강북구,운중동,2
서울특별시,강북구,위례동,2
서울특별시,금천구,하대원동,2
경기도,부천시 소사구,상대원3동,2
서울특별시,강북구,금곡동,2
서울특별시,강남구,양지동,2
서울특별시,노원구,야탑2동,2
서울특별시,강동구,은행1동,2
서울특별시,중구,구미1동,2
서울특별시,노원구,수진1동,2
서울특별시,강동구,수내1동,2
서울특별시,종로구,판교동,2
서울특별시,노원구,시흥동,2
서울특별시,강동구,정자3동,2
서울특별시,노원구,신촌동,2
서울특별시,강동구,상대원3동,2
서울특별시,노원구,신흥1동,2
경기도,구리시,금광2동,2
서울특별시,노원구,신흥3동,2
서울특별시,강동구,산성동,2
서울특별시,강동구,단대동,2
서울특별시,종로구,정자2동,2
경기도,남양주시,이매2동,2
서울특별시,중구,중앙동,2
서울특별시,강동구,중앙동,2
서울특별시,노원구,이매1동,2
경기도,파주시,운중동,2
서울특별시,강동구,태평1동,2
서울특별시,강동구,태평3동,2
서울특별시,강남구,태평2동,2
서울특별시,강동구,태평4동,2
서울특별시,노원구,정자3동,2
서울특별시,강동구,판교동,2
경기도,구리시,분당동,2
서울특별시,강북구,구미동,2
경기도,부천시 오정구,구미동,2
경기도,부천시 오정구,금광2동,2
경기도,김포시,분당동,2
서울특별시,강북구,이매1동,2
경기도,남양주시,태평4동,2
경기도,김포시,정자3동,2
경기도,하남시,태평4동,2
경기도,하남시,태평3동,2
서울특별시,중구,삼평동,2
경기도,하남시,중앙동,2
경기도,하남시,정자동,2
경기도,부천시 원미구,상대원1동,2
경기도,김포시,야탑3동,2
경기도,부천시 원미구,수내1동,2
서울특별시,중구,서현2동,2
서울특별시,중구,성남동,2
경기도,김포시,신흥2동,2
서울특별시,관악구,상대원3동,2
경기도,하남시,야탑2동,2
서울특별시,중구,수내1동,2
서울특별시,관악구,수내2동,2
경기도,광명시,야탑3동,2
경기도,하남시,시흥동,2
서울특별시,금천구,상대원3동,2
경기도,하남시,수진1동,2
경기도,하남시,수내1동,2
경기도,하남시,서현2동,2
경기도,광명시,야탑1동,2
서울특별시,양천구,정자동,2
서울특별시,양천구,중앙동,2
경기도,김포시,서현1동,2
경기도,부천시 원미구,은행2동,2
경기도,구리시,위례동,2
경기도,김포시,중앙동,2
경기도,광명시,정자3동,2
경기도,화성시,단대동,2
서울특별시,강서구,수내2동,2
서울특별시,금천구,태평3동,2
서울특별시,종로구,시흥동,2
경기도,부천시 오정구,상대원3동,2
서울특별시,강북구,태평1동,2
서울특별시,양천구,야탑2동,2
서울특별시,강북구,하대원동,2
서울특별시,중구,도촌동,2
서울특별시,도봉구,신흥2동,2
경기도,남양주시,수내1동,2
경기도,부천시 오정구,수내3동,2
경기도,남양주시,상대원1동,2
경기도,부천시 오정구,신흥2동,2
경기도,화성시,신흥1동,2
서울특별시,강서구,수내3동,2
경기도,부천시 원미구,금광1동,2
경기도,화성시,시흥동,2
서울특별시,강서구,수진1동,2
서울특별시,도봉구,은행2동,2
경기도,남양주시,도촌동,2
서울특별시,종로구,수내1동,2
서울특별시,강서구,야탑2동,2
경기도,남양주시,단대동,2
경기도,화성시,산성동,2
서울특별시,금천구,야탑2동,2
경기도,구리시,야탑3동,2
경기도,부천시 원미구,구미동,2
경기도,부천시 원미구,금곡동,2
서울특별시,강서구,중앙동,2
경기도,안산시 상록구,도촌동,2
경기도,수원시 영통구,수내3동,2
경기도,파주시,야탑3동,2
서울특별시,서초구,중앙동,2
경기도,고양시 일산동구,서현2동,2
경기도,고양시 일산동구,수내3동,2
경기도,고양시 일산동구,시흥동,2
경기도,여주시,신흥1동,2
경기도,여주시,신흥2동,2
경기도,여주시,신흥3동,2
경기도,여주시,야탑1동,2
경기도,고양시 일산동구,신흥3동,2
경기도,고양시 일산동구,야탑1동,2
경기도,여주시,이매1동,2
서울특별시,용산구,금광1동,2
경기도,시흥시,중앙동,2
경기도,여주시,태평2동,2
경기도,연천군,구미동,2
경기도,연천군,금광2동,2
경기도,고양시 일산동구,위례동,2
경기도,연천군,성남동,2
경기도,고양시 일산동구,은행2동,2
서울특별시,서초구,서현2동,2
경기도,여주시,복정동,2
경기도,여주시,금곡동,2
서울특별시,용산구,은행2동,2
서울특별시,용산구,수내3동,2
서울특별시,중랑구,양지동,2
서울특별시,성동구,시흥동,2
경기도,양평군,구미1동,2
서울특별시,성동구,수진2동,2
경기도,고양시 덕양구,태평3동,2
서울특별시,성동구,서현2동,2
서울특별시,중랑구,야탑2동,2
경기도,고양시 일산동구,고등동,2
경기도,양평군,성남동,2
서울특별시,용산구,신흥2동,2
서울특별시,성동구,단대동,2
경기도,양평군,야탑2동,2
경기도,고양시 일산동구,단대동,2
경기도,양평군,위례동,2
서울특별시,성동구,구미동,2
경기도,고양시 일산동구,도촌동,2
경기도,양평군,정자1동,2
경기도,고양시 일산동구,백현동,2
경기도,양평군,태평1동,2
경기도,고양시 일산동구,정자2동,2
경기도,오산시,금곡동,2
경기도,오산시,단대동,2
서울특별시,영등포구,태평1동,2
경기도,시흥시,수진1동,2
경기도,시흥시,수내1동,2
경기도,시흥시,서현2동,2
경기도,용인시 기흥구,산성동,2
경기도,용인시 기흥구,서현2동,2
경기도,시흥시,분당동,2
경기도,시흥시,도촌동,2
경기도,시흥시,금광1동,2
경기도,용인시 기흥구,시흥동,2
경기도,시흥시,고등동,2
경기도,수원시 팔달구,태평1동,2
경기도,수원시 팔달구,중앙동,2
서울특별시,서대문구,야탑3동,2
경기도,수원시 팔달구,정자3동,2
서울특별시,서대문구,야탑2동,2
경기도,수원시 팔달구,은행2동,2
경기도,수원시 팔달구,은행1동,2
경기도,수원시 팔달구,운중동,2
서울특별시,서대문구,신흥2동,2
경기도,시흥시,신흥3동,2
경기도,오산시,태평2동,2
경기도,시흥시,야탑1동,2
서울특별시,영등포구,정자3동,2
경기도,시흥시,이매1동,2
경기도,오산시,분당동,2
경기도,오산시,산성동,2
서울특별시,중랑구,시흥동,2
경기도,오산시,상대원3동,2
서울특별시,서초구,금광2동,2
경기도,오산시,성남동,2
경기도,시흥시,은행2동,2
경기도,과천시,판교동,2
경기도,오산시,정자3동,2
경기도,고양시 일산동구,태평1동,2
경기도,고양시 일산동구,태평2동,2
경기도,오산시,신흥2동,2
서울특별시,영등포구,이매2동,2
경기도,고양시 일산동구,태평3동,2
서울특별시,은평구,이매1동,2
서울특별시,서대문구,하대원동,2
경기도,오산시,이매1동,2
경기도,양주시,태평1동,2
경기도,양주시,은행2동,2
경기도,수원시 팔달구,수진2동,2
경기도,안산시 단원구,판교동,2
경기도,안성시,성남동,2
경기도,안성시,수내3동,2
서울특별시,중랑구,정자2동,2
서울특별시,성북구,하대원동,2
경기도,안성시,신흥2동,2
경기도,안성시,신흥3동,2
경기도,안성시,야탑1동,2
서울특별시,성북구,판교동,2
경기도,안산시 단원구,태평3동,2
경기도,안성시,운중동,2
경기도,가평군,태평3동,2
경기도,안성시,정자1동,2
서울특별시,은평구,상대원1동,2
경기도,안성시,판교동,2
경기도,안성시,하대원동,2
경기도,안양시 동안구,고등동,2
경기도,고양시 덕양구,구미1동,2
경기도,안양시 동안구,단대동,2
서울특별시,성북구,은행2동,2
경기도,안성시,서현1동,2
서울특별시,중랑구,정자3동,2
경기도,안산시 단원구,단대동,2
경기도,안성시,백현동,2
경기도,안산시 상록구,분당동,2
경기도,안산시 상록구,산성동,2
경기도,안산시 상록구,금광2동,2
서울특별시,송파구,시흥동,2
서울특별시,중랑구,태평4동,2
경기도,안산시 상록구,서현2동,2
서울특별시,은평구,신흥3동,2
경기도,안산시 상록구,야탑1동,2
경기도,안산시 상록구,야탑2동,2
서울특별시,은평구,신촌동,2
서울특별시,중랑구,태평2동,2
서울특별시,중랑구,태평1동,2
서울특별시,송파구,산성동,2
경기도,안산시 상록구,정자3동,2
서울특별시,중랑구,중앙동,2
경기도,안산시 상록구,판교동,2
경기도,안산시 단원구,하대원동,2
경기도,안성시,금광2동,2
경기도,안성시,도촌동,2
경기도,고양시 덕양구,단대동,2
경기도,안양시 동안구,삼평동,2
서울특별시,성북구,야탑2동,2
경기도,안양시 동안구,서현2동,2
경기도,안산시 단원구,수진2동,2
서울특별시,성북구,구미1동,2
